id,name,space,neighborhood_overview,host_id,host_name,host_since,host_response_time,host_response_time_minutes_to_response,host_response_rate,host_neighbourhood,host_listings_count,neighbourhood,city,state,zipcode,market,country,property_type,room_type,accommodates,square_feet,price_night,cleaning_fee,availability_365,occupancy_rate,number_of_reviews,review_scores_value,calculated_host_listings_count,reviews_per_month,year_revenue,airbnb_commission,year_profit,greater_than_average
642738,Single room with private shower,"We have both dorm rooms and private rooms in our hostel. Common area combines with cafe and bar, where you can easily meet locals and other backpackers :) In the dorm room, each single bunk bed has its own bed lamp, international socket, and curtain. In private room, we provide bath towel, toothbrush for free. (Extra charge required if you need your linen change) What we provide :) [ Free easy breakfast from 8:30am to 11:00am, includes coffee, tea, toast and jams ] [ Key card access to room and hostel ] [ Elevator access ] [ Small size towel to borrow, bath towel to rent ] [ Indoor slippers ] In common area: [ 4 showers, 4 toilets ] [ Coin washer and dryer, free detergent! ] [ Public computer ] [ Drinking water tap ] [ Fridge ]","Local food within 5 mins walk 6 mins walk from MRT NTU Hospital Station Exit 4 (Xiang-Yang Rd.) 10 mins walk from MTR Taipei Main Station, Airport express, Taipei bus terminal. 15 mins walk to Ningxia (寧夏)night market, Ximen area. 3 mins walk to ChengZhong traditional market, ChengHuang Temple 20 mins walk to ZhongZheng exercise center, Chiang Kai-shek Memorial Hall, HuaShan Creative Park 12mins to Taipei101 by MRT 15 mins to Elephant Hill(MRT XiangShan station) by MRT",851825,TaipeiTaipei Hostel,7/21/11,N/A,N/A,N/A,Zhongzheng,16,Zhongzheng,Zhongzheng District,Taipei City,100,Taipei,Taiwan,Hostel,Private room,1,N/A,38.048,0,319,239.25,4,9,16,0.14,,,,0
642746,單人床位 Single bunk bed [Mixed dorm for 12pax],"We have both dorm rooms and private rooms in our hostel. Common area combines with cafe and bar, where you can easily meet locals and other backpackers :) In the dorm room, each single bunk bed has its own bed lamp, international socket, and curtain. In private room, we provide bath towel, toothbrush for free. (Extra charge required if you need your linen change) What we provide :) [ Free easy breakfast from 8:30am to 11:00am, includes coffee, tea, toast and jams ] [ Key card access to room and hostel ] [ Elevator access ] [ Small size towel to borrow, bath towel to rent ] [ Indoor slippers ] In common area: [ 4 showers, 4 toilets ] [ Coin washer and dryer, free detergent! ] [ Public computer ] [ Drinking water tap ] [ Fridge ]","Local food within 5 mins walk 6 mins walk from MRT NTU Hospital Station Exit 4 (Xiang-Yang Rd.) 10 mins walk from MTR Taipei Main Station, Airport express, Taipei bus terminal. 15 mins walk to Ningxia (寧夏)night market, Ximen area. 3 mins walk to ChengZhong traditional market, ChengHuang Temple 20 mins walk to ZhongZheng exercise center, Chiang Kai-shek Memorial Hall, HuaShan Creative Park 12mins to Taipei101 by MRT 15 mins to Elephant Hill(MRT XiangShan station) by MRT",851825,TaipeiTaipei Hostel,7/21/11,N/A,N/A,N/A,Zhongzheng,16,Zhongzheng,Zhongzheng District,Taipei City,10045,Taipei,Taiwan,Hostel,Shared room,12,N/A,10.72,0,354,265.5,23,10,16,0.34,,,,0
642748,單人床位 Single bunk bed [female dorm for 10pax],"We have both dorm rooms and private rooms in our hostel. Common area combines with cafe and bar, where you can easily meet locals and other backpackers :) In the dorm room, each single bunk bed has its own bed lamp, international socket, and curtain. In private room, we provide bath towel, toothbrush for free. (Extra charge required if you need your linen change) What we provide :) [ Free easy breakfast from 8:30am to 11:00am, includes coffee, tea, toast and jams ] [ Key card access to room and hostel ] [ Elevator access ] [ Small size towel to borrow, bath towel to rent ] [ Indoor slippers ] In common area: [ 4 showers, 4 toilets ] [ Coin washer and dryer, free detergent! ] [ Public computer ] [ Drinking water tap ] [ Fridge ]","Local food within 5 mins walk 6 mins walk from MRT NTU Hospital Station Exit 4 (Xiang-Yang Rd.) 10 mins walk from MTR Taipei Main Station, Airport express, Taipei bus terminal. 15 mins walk to Ningxia (寧夏)night market, Ximen area. 3 mins walk to ChengZhong traditional market, ChengHuang Temple 20 mins walk to ZhongZheng exercise center, Chiang Kai-shek Memorial Hall, HuaShan Creative Park 12mins to Taipei101 by MRT 15 mins to Elephant Hill(MRT XiangShan station) by MRT",851825,TaipeiTaipei Hostel,7/21/11,N/A,N/A,N/A,Zhongzheng,16,Zhongzheng,ZhongZheng District,Taipei,10045,Taipei,Taiwan,Hostel,Shared room,10,N/A,10.72,0,353,264.75,30,10,16,0.41,,,,0
642752,單人床位 Single bunk bed [Female dorm for 10pax],"We have both dorm rooms and private rooms in our hostel. Common area combines with cafe and bar, where you can easily meet locals and other backpackers :) In the dorm room, each single bunk bed has its own bed lamp, international socket, and curtain. In private room, we provide bath towel, toothbrush for free. (Extra charge required if you need your linen change) What we provide :) [ Free easy breakfast from 8:30am to 11:00am, includes coffee, tea, toast and jams ] [ Key card access to room and hostel ] [ Elevator access ] [ Small size towel to borrow, bath towel to rent ] [ Indoor slippers ] In common area: [ 4 showers, 4 toilets ] [ Coin washer and dryer, free detergent! ] [ Public computer ] [ Drinking water tap ] [ Fridge ]","Local food within 5 mins walk 6 mins walk from MRT NTU Hospital Station Exit 4 (Xiang-Yang Rd.) 10 mins walk from MTR Taipei Main Station, Airport express, Taipei bus terminal. 15 mins walk to Ningxia (寧夏)night market, Ximen area. 3 mins walk to ChengZhong traditional market, ChengHuang Temple 20 mins walk to ZhongZheng exercise center, Chiang Kai-shek Memorial Hall, HuaShan Creative Park 12mins to Taipei101 by MRT 15 mins to Elephant Hill(MRT XiangShan station) by MRT",851825,TaipeiTaipei Hostel,7/21/11,N/A,N/A,N/A,Zhongzheng,16,Zhongzheng,Zhongzheng District,Taipei,10045,Taipei,Taiwan,Hostel,Shared room,10,N/A,10.72,0,359,269.25,56,9,16,0.76,,,,0
646629,Skygarden central rooftop apartment,"We have a rustic rooftop apartment in the heart of Taipei, it has a private rooftop garden patio. It's open, airy and pretty unique, it's been described as stepping into Bali from the city and has received comments that have a hard time believing something like that could exist in a place like Taipei. It's an old style Chinese building with plenty of character, so by no means shiny and polished, though with our apartment we're continually doing our best to sharpen everything up to meet the rising standards of Airbnb guests. There is only a staircase, no elevator, which is probably better given the amount of good food in the neighborhood. We have one double bed for 2 people, and can accommodate up to 4 if we set up a double foam mattresses in the living room tatami area (US$10/night will be added for more than 2 people), plus a very comfortable couch too! This apartment would suit a couple or small family looking for an inner city haven or therapeutic space. At our doorstep is a superma","The Neighborhood is full of amazing places to eat, we're collecting business cards from them all, but if any of you find a little gem or two you would like to contribute please feel free, our mission is to buid a guide to this area to help people get the most out of it. some of our favourites include, so free pizza, Sababa (Mediterranean cuisine), Tjs cookies (just next door to Sababa) Vegelicia (vege food), the chocolatiers (just opposite) le petit moment (french themed), cafe Bastille (great for Belgian beer), Odeon (very trendy cafe/bar, open late) The night markets at Shida and Gongguan are also brilliant, too many places to eat.",3204303,Kate,8/9/12,N/A,N/A,N/A,,1,Da'an,Daan District,Taipei,106,Taipei,Taiwan,Apartment,Entire home/apt,4,N/A,82.848,0,152,114,300,9,1,2.81,,,,0
694446,Private suites in Taipei Shihlin 天母,"European Style Pension in the Heart of Taipei. A private en suite one bedroom (Queen Size Bed) available for short term or long term stay. Excellent location: 10 min free shuttle or 15~20 min walk to Zhishan Station (Taipei MRT) Numerous bus options near by. Public transportation is really easy in Taipei and the apt is in an excellent location with easy access to all major forms of Transportation. 12 min to Taipei Main Station via MRT. Near three major shopping options, Takashimaya, Shin Kong Mitzukoshi and SOGO (all three are high-end Japanese Department Stores, complete with shopping, Western Grocery Stores, and Restaurants) Close to Taipei Baseball Stadium, Japanese International School, American School, and Miramar Cinemas. Both traditional Chinese markets and Western Markets. Post Office, Bank, 7-11, Pharmacy, Starbucks all within 5-10 min walk. Amenity: Use of part of kitchen Laundry Cable TV WiFi Air Conditioning Linens and Towels included. This is the master bedroom w","A complete ensuite master bedroom in a three bedroom apartment in north Taipei City. This is the neighborhood of choice for ex-pats and foreigners. It is peaceful with easy access to everything you need. 12 min to Taipei Main Station on the MRT with numerous bus and shuttle options for access to the MRT and everywhere you want to go in Taipei. Close to the famous Yang Ming Mountain, Chinese Culture University, the International School and American School. Peaceful and quiet, there is a large park nearby, Tianmu Baseball Stadium, and hiking trails above in Yang Ming Mountains. With two large department stores (Takashimaya, SOGO) and a movie theater, and numerous restaurants (casual and fancy). The famous ""Din Tai Fung"" (soup dumplings) has an outpost in one of the department stores. The line is usually shorter here and the dumplings every bit as heavnely. One stop down on the MRT is the famous Shilin Night Market along with numerous bars, coffee shops, and shopping. There are plenty",3554221,Sophie,9/13/12,within an hour,16,100%,Shilin,2,Shilin,Shilin District,,111,Taipei,Taiwan,Apartment,Entire home/apt,2,N/A,27.296,0,28,21,147,10,2,2.03,,,,0
697749,Tonghua Vacation Studio A,"Private Studio apartment with ensuite bathroom shower, living room, washer, balcony/laundry room, and kitchenette.","Locates in a quiet neighborhood of Tonghua Street (Lingjiang street night market), the all-in-one fully furnished studio apartment is right at the center of Taipei's prime town area - Daan District. and close to Xinyi District (World trade center, Taipei 101, Taipei City Hall). Easy access to East District, Zhongxiao Fuxing and Xinyi Shopping District by bus or MRT. There are shops, stores, restaurants, food stands, eateries off the street. The nearest MRT station is about 7 minute walk away from here. Iinteriors of the stuido are fully furnished and decorated with modern style living. The balcony is facing directly to Taipei 101. Provide superb view of Taipei 101 at night.",339014,Lisa,1/7/11,within an hour,29,100%,Da'an,13,Da'an,Daan District,,106,Taipei,Taiwan,Apartment,Entire home/apt,2,N/A,29.248,0,31,23.25,400,7,13,0.04,,,,0
697760,Tonghua Vacation Studio D,"[Descriptions] Private Studio apartment with ensuite bathroom shower, living room, washer, balcony/laundry room, and kitchenette Locates in a quiet neighborhood of Tonghua Street (Lingjiang street night market), the all-in-one fully furnished studio apartment is right at the center of Taipei's prime town area - Daan District. and close to Xinyi District (World trade center, Taipei 101, Taipei City Hall). Easy access to East District, Zhongxiao Fuxing and Xinyi Shopping District by bus or MRT. There are shops, stores, restaurants, food stands, eateries off the street. The nearest MRT station is about 7 minute walk away from here. Iinteriors of the stuido are fully furnished and decorated with modern style living. The balcony is facing directly to Taipei 101. Provide superb view of Taipei 101 at night. [List of Amenities] 26"" TV Sofa couch & Coffee table Queen size double bed Air Conditioner Bathroom with shower working desk & chair Kitchenette Balcony & Laundry Area Washer Electri","Locates in a quiet neighborhood of Tonghua Street (Lingjiang street night market), the all-in-one fully furnished studio apartment is right at the center of Taipei's prime town area - Daan District. and close to Xinyi District (World trade center, Taipei 101, Taipei City Hall). Easy access to East District, Zhongxiao Fuxing and Xinyi Shopping District by bus or MRT. There are shops, stores, restaurants, food stands, eateries off the street. The nearest MRT station is about 7 minute walk away from here. Iinteriors of the stuido are fully furnished and decorated with modern style living. The balcony is facing directly to Taipei 101. Provide superb view of Taipei 101 at night.",339014,Lisa,1/7/11,within an hour,33,100%,Da'an,13,Da'an,Daan District,,106,Taipei,Taiwan,Apartment,Entire home/apt,2,N/A,29.248,0,60,45,1,8,13,0.04,,,,0
697805,Tonghua Vacation Studio E,"Private Studio apartment with ensuite bathroom shower, living room, washer, balcony/laundry room, and kitchenette.","Locates in a quiet neighborhood of Tonghua Street (Lingjiang street night market), the all-in-one fully furnished studio apartment is right at the center of Taipei's prime town area - Daan District. and close to Xinyi District (World trade center, Taipei 101, Taipei City Hall). Easy access to East District, Zhongxiao Fuxing and Xinyi Shopping District by bus or MRT. There are shops, stores, restaurants, food stands, eateries off the street. The nearest MRT station is about 7 minute walk away from here. Iinteriors of the stuido are fully furnished and decorated with modern style living. The balcony is facing directly to Taipei 101. Provide superb view of Taipei 101 at night",339014,Lisa,1/7/11,within an hour,19,100%,Da'an,13,Da'an,Daan District,,106,Taipei,Taiwan,Apartment,Entire home/apt,2,N/A,29.248,0,268,201,2,10,13,0.04,,,,0
713379,Relaxing & Tranquil near Beitou MRT,"Just outside of Taipei City proper lies a peaceful and gorgeous area named Beitou. Famous for the numerous hot springs in the area, it is a perfect get away from the hustle and bustle of Taipei City. C+ Roomshare Studio is a relaxing and tranquil place with Japanese stlye design. Surrounded by green trees and warm sunshine coming through, local artists who stayed at C+ Roomshare Studio have created many artistic works with poetic grace. You can find your own touching moment here. Just bring your own toothbrush and towel and you are all set! The Space: Family Friendly! Comfortable Japanese Tatami Style Futons fit for 3-5 Adults Kitchen with basic utensils Refrigerator Color TV with Cable Air Conditioning Wireless Internet Bathroom Amenities provides: body wash, shampoo, shower gel, cleansers, hair dryer Tea & Coffee provided Washing machine and dryer provided The Location: Beitou District 10 min walk from XinBeitou MRT Station 15 min walk from XinBeitou Marketplace 15-20 min away from",,3671183,Chih Chih,9/25/12,N/A,N/A,N/A,Beitou,1,Beitou,Beitou District,,112,Taipei,Taiwan,Apartment,Entire home/apt,3,N/A,89.664,0,364,273,135,9,1,0.5,,,,0
718493,(双卧房) Loft Style Flat,"Enjoy the relaxing while being close to CBD, downtown and Neihu Technology District! This newly revamped apartment in Taipei is available for short term rental. This building is conveniently located in Neihu district, having access to 24-hr convenient stores, 1.5-minute walk to a mid-size supermarket. 10-min bus ride to the nearest MRT station, 10 min bus ride to Taipei airport. Within 5-minute walking distance, you get access to many local restaurants, postal office, the “pearl drink"" tea shops, dry-clean stores, etc. In 5 minutes of taxi ride which cost you less than US$ 3, you get access to Costco and the large marts such as RT mart and Carrefour with food courts. This apartment is right at the outer ring of the Neihu Technology District. This is a perfect place to stay if you are in the technology industry and are sent to Taipei for work. You can get to the office in 5 minutes of bus ride. This newly revamped apartment is thoughtfully furnished in loft style, located on the 6",,3705836,Gordon,9/29/12,within an hour,39,100%,Neihu,15,Neihu,Neihu District,Taipei City,114,Taipei,Taiwan,Apartment,Entire home/apt,5,N/A,63.36,29.248,357,267.75,67,9,15,0.93,,,,0
761561,Studio with kitchen near Guting MRT,"Room: - 8 Ping (with a second floor in unit, about 451 square feet of floor space) with individual entrance studio - Air conditioning - Sofa-bed with bed sheet, comforter and pillows - Kitchenette with cookware, utensils, electric stove, coffee maker, toaster, toaster oven, fridge, kettle - Bathroom with shower curtain, hair dryer, towels - Landline for local calls - Both wired and wireless internet connection available - Non-smoking apartment Building facilities: - 24 hour security - Coin laundry - Garbage collection service Transportation: - 5 minutes walk to Guting MRT station - Bus stops across the street Neighborhood: - Close to CKS Memorial Hall - Shi-Da night market area - Various restaurants, grocery stores and pharmacies - Close to riverside bike trail Before you make the booking, please let me know your arrival and departure time so I can make arrangements for key exchange. Please let me know if I could answer more questions.",- 5 minutes walk to Guting MRT station - 15 minutes walk to the main entrance of NTNU - 2 MRT stops to NTU,4014285,Pei,10/30/12,within a few hours,329,100%,Zhongzheng,2,Zhongzheng,Taipei,Taipei,100,Taipei,Taiwan,Apartment,Entire home/apt,2,N/A,68.224,38.976,257,192.75,17,9,1,0.25,,,,0
775256,Mrt Stay-单人套房(使用独立卫浴),"***在airbnb预订之前, 请使用的[联系我]按钮发送短信给我确认房源.***Before making a booking request on (Hidden by Airbnb) , please send me a message to confirm availability and rates first. You can do so by clicking on the [Contact me] button on the right side of this page. ~~~~~~~~~~~~~~~~~~~~~~~~~~ *MRT Stay * A modern and fashionable home stay, it is a shared apartment, unlike a normal hotel. It combines a flexible term, a comfortable price, different room styles, convenient transportation and excellent location. Its clean environment is near MRT stations and its complete amenities will make you feel at home. Staying here will make you relax naturally and help you get to your destinations quickly. Our location also makes it easy to sample the different foods available in Taipei. Amenities include: bed, LED TV, air conditioning, free WIFI, free cable TV, water heater, electronic hot water kettle , toilet paper, shampoo, hair conditioner, body lotion, facial cleaner, toothpaste, hair dryer.For personal hygiene","【鄰近景點】 ‧龍山寺:是百年的名剎古寺(國家二級古蹟)是台北旅遊必到的四大景點之一.入場不用門票｡ ‧華西街夜市:是台灣第一座觀光夜市,歷史悠久,有多家野味/蛇肉餐廳,傍晚還有殺蛇表演,挑戰你的膽識｡30年以上的老店比比皆是,挑逗你的味蕾｡ ‧龍山寺地下街:台灣第一座結合水舞景觀公園､地下停車場及地下商場的地下街,內有多家命理攤,這些命理老師可解讀或改變你的未來,信不信就由你了! ‧艋舺服飾商圈:是台灣第一座成衣銷售批發市場,從嬰兒服到壽衣都有｡ ‧青草巷:西昌街224巷集中多家青草店,以販賣本地生產的草藥為主,早期中/西醫藥缺乏時,仰賴青草汁治病,許多古老偏方都藏在其中,又稱｢救命街｣｡ ‧佛具街:西園路一段聚集20家佛具店,是全臺灣最有名的佛具用品街｡ ‧剝皮寮:保留百年前閩南式及巴洛可式建築的老街區,紅色的磚牆,搭配拱型的騎樓,及雕花的窗櫺,散步其間彷彿走入清朝時期的艋舺｡ ‧鐘錶街:大理街上中國時報對面的[鐘錶城].提供台北八成中低價鐘錶批發需求｡",3876009,畅游台湾,10/15/12,N/A,N/A,N/A,Wanhua,5,Wanhua,Wanhua District,,108,Taipei,Taiwan,Apartment,Private room,1,0,39.04,0,0,0,1,8,5,0.01,,,,0
775269,近台北市地铁站-Mrt Stay 2人套房-(使用独立卫浴),"***在airbnb预订之前, 请使用的[联系我]按钮发送短信给我确认房源.*** ~~~~~~~~~~~~~~~~~~~~~~~~~~ *MRT Stay * A modern and fashionable home stay, it is a shared apartment, unlike a normal hotel. It combines a flexible term, a comfortable price, different room styles, convenient transportation and excellent location. Its clean environment is near MRT stations and its complete amenities will make you feel at home. Staying here will make you relax naturally and help you get to your destinations quickly. Our location also makes it easy to sample the different foods available in Taipei. Amenities include: bed, LED TV, air conditioning, free WIFI, free cable TV, water heater, electronic hot water kettle , toilet paper, shampoo, hair conditioner, body lotion, facial cleaner, toothpaste, hair dryer.For personal hygiene consideration, we do not provide any toothbrushes or towels.,and use shared bathroom, and its own private bathroom. The room will be clean-up and changed the bed-sheet before your arrival. But during","【鄰近景點】 ‧龍山寺:是百年的名剎古寺(國家二級古蹟)是台北旅遊必到的四大景點之一.入場不用門票｡ ‧華西街夜市:是台灣第一座觀光夜市,歷史悠久,有多家野味/蛇肉餐廳,傍晚還有殺蛇表演,挑戰你的膽識｡30年以上的老店比比皆是,挑逗你的味蕾｡ ‧龍山寺地下街:台灣第一座結合水舞景觀公園､地下停車場及地下商場的地下街,內有多家命理攤,這些命理老師可解讀或改變你的未來,信不信就由你了! ‧艋舺服飾商圈:是台灣第一座成衣銷售批發市場,從嬰兒服到壽衣都有｡ ‧青草巷:西昌街224巷集中多家青草店,以販賣本地生產的草藥為主,早期中/西醫藥缺乏時,仰賴青草汁治病,許多古老偏方都藏在其中,又稱｢救命街｣｡ ‧佛具街:西園路一段聚集20家佛具店,是全臺灣最有名的佛具用品街｡ ‧剝皮寮:保留百年前閩南式及巴洛可式建築的老街區,紅色的磚牆,搭配拱型的騎樓,及雕花的窗櫺,散步其間彷彿走入清朝時期的艋舺｡ ‧鐘錶街:大理街上中國時報對面的[鐘錶城].提供台北八成中低價鐘錶批發需求｡",3876009,畅游台湾,10/15/12,N/A,N/A,N/A,Wanhua,5,Wanhua,Wanhua District,,108,Taipei,Taiwan,Apartment,Private room,2,0,50.752,0,0,0,2,9,5,0.09,,,,0
